50
26	0	2.2066754187966047e+00	2.3097606042263741e+00	2.2066754187966047e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
27	0	1.7969884256107469e+00	3.1628201114787164e+00	1.7969884256107469e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
28	0	1.4285714285714275e+00	3.9999999999999982e+00	1.4285714285714275e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
29	0	3.8681822404524828e+00	6.9311953693852435e-01	3.8681822404524828e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
30	0	4.4870088510392474e+00	6.3693351128808129e-01	4.4870088510392474e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
31	0	5.0000000000000000e+00	-3.9746578544534629e-16	5.0000000000000000e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
32	0	3.5014468048925527e+00	1.6062358289220611e+00	3.5014468048925527e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
33	0	2.8964435989219854e+00	2.3014220760832655e+00	2.8964435989219854e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
34	0	2.5127888588164047e+00	3.1436900628511126e+00	2.5127888588164047e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
35	0	2.1428571428571423e+00	3.9999999999999973e+00	2.1428571428571423e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
36	0	4.3319607094177215e+00	1.5279225280514521e+00	4.3319607094177215e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
37	0	5.0000000000000018e+00	9.9999999999999967e-01	5.0000000000000018e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
38	0	3.4902153412433847e+00	2.5396888622724059e+00	3.4902153412433847e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
39	0	3.9293495755401167e+00	2.3071400931247563e+00	3.9293495755401167e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
40	0	3.2063491936466466e+00	3.2076325778157240e+00	3.2063491936466466e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
41	0	2.8571428571428568e+00	3.9999999999999982e+00	2.8571428571428568e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
42	0	4.4502666378658180e+00	2.5424573805334729e+00	4.4502666378658180e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
43	0	5.0000000000000000e+00	1.9999999999999991e+00	5.0000000000000000e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
44	0	3.8989360560156494e+00	3.1316045908836432e+00	3.8989360560156494e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
45	0	3.5714285714285716e+00	4.0000000000000000e+00	3.5714285714285716e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
46	0	4.5188626813503081e+00	3.2750274760554072e+00	4.5188626813503081e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
47	0	5.0000000000000000e+00	2.9999999999999991e+00	5.0000000000000000e+00	-7.0710678118654757e-01	0.0000000000000000e+00	7.0710678118654757e-01
48	0	4.2857142857142847e+00	4.0000000000000000e+00	4.2857142857142847e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
49	0	4.9999999999999991e+00	3.9999999999999991e+00	4.9999999999999991e+00	-7.0710678118654746e-01	0.0000000000000000e+00	7.0710678118654746e-01
